vessel_id,block,length,width,height,weight,location
 SN2603, F422S,12.0,11.0,3.8,12.0,사내
 SN2455, B200C,18.0,17.0,2.3,62.0,사내
 SN2597, E520P,22.0,14.0,5.6,73.0,사내
 SN2607, A212S,19.0,11.0,6.1,50.0,OFD
 SN2598, B140P,17.0,16.0,3.1,52.0,성동
 SN2608, E115P,11.0,7.0,4.8,5.0,사내
 SN2607, E320P,16.0,13.0,4.9,27.0,봉암8
 SN2612, M410P,22.0,18.0,3.6,66.0,사내
 SN2453, B200C,18.0,17.0,2.3,62.0,덕곡1
 SN2603, F312S,17.0,11.0,4.0,32.0,덕곡2
 SN2601, E230P,17.0,13.0,4.3,28.0,덕곡2
 SN2463, E312S,16.0,11.0,3.5,33.0,봉암8
 SN2454, F310S,16.0,14.0,7.8,29.0,사내
 SN2612, E110P,18.0,17.0,7.8,29.0,사내
 SN2627, H310P,18.0,11.0,2.6,36.0,한내
 SN2601, D131S,16.0,11.0,1.9,38.0,사내
 SN2612, M510P,23.0,19.0,3.8,71.0,덕곡1
 SN2602, E520P,22.0,14.0,5.6,74.0,사내
 SN2603, D371P,20.0,14.0,4.1,48.0,사내
 SN2612, B181S,15.0,11.0,3.4,27.0,성동
 SN2598, F522S,11.0,11.0,3.7,15.0,봉암8
 SN2463, D29AP,12.0,11.0,2.0,6.0,봉암9
 SN2590, E550C,13.0,11.0,7.2,23.0,사내
 SN2627, F510S,19.0,15.0,5.2,28.0,봉암8
 SN2607, E541P,11.0,6.0,2.5,5.0,사내
 SN2601, D712S,15.0,11.0,4.4,17.0,사내
 SN2603, S130S,21.0,19.0,5.4,60.0,덕곡1
 SN2627, E640P,22.0,11.0,5.4,19.0,신한내
 SN2603, T520S,11.0,6.0,2.9,3.0,한내
 SN2612, E532P,11.0,4.0,1.7,3.0,사내
 SN2454, Y900C,13.0,11.0,2.8,64.0,봉암8
 SN2611, D540S,11.0,5.0,2.2,2.0,덕곡2
 SN2601, S110S,21.0,21.0,8.3,58.0,덕곡1
 SN2598, E520P,24.0,23.0,5.3,108.0,사내
 SN2457, E511P,13.0,11.0,2.8,21.0,사내
 SN2597, D360P,16.0,15.0,4.9,27.0,사내
 SN2597, F420P,18.0,17.0,8.1,43.0,사내
 SN2607, E232P,12.0,11.0,5.2,26.0,한내
 SN2453, E660C,18.0,17.0,1.9,55.0,사내
 SN2614, S390P,15.0,14.0,5.2,18.0,사내
 SN2463, D39BP,21.0,11.0,2.0,15.0,오비1
 SN2603, D151P,16.0,11.0,1.9,31.0,사내
 SN2602, D360P,15.0,14.0,4.9,24.0,봉암9
 SN2456, E611S,16.0,11.0,2.5,17.0,봉암9
 SN2457, A313P,18.0,11.0,3.5,20.0,덕곡2
 SN2627, H120P,19.0,11.0,6.6,16.0,신한내
 SN2591, B160P,14.0,13.0,2.5,26.0,사내
 SN2611, S140S,21.0,19.0,5.4,61.0,사내
 SN2615, M510S,16.0,11.0,3.1,25.0,사내
 SN2627, F411S,18.0,11.0,4.4,19.0,성동
 SN2602, D210C,20.0,20.0,2.7,52.0,오비1
 SN2603, T510S,11.0,6.0,2.7,7.0,신한내
 SN2457, E511S,13.0,11.0,2.8,19.0,한내
 SN2591, S341P,11.0,10.0,2.3,12.0,사내
 SN2627, E510S,24.0,12.0,7.8,50.0,성동
 SN2457, E320S,16.0,13.0,5.9,31.0,한내
 SN2604, D620S,13.0,11.0,2.0,17.0,성동
 SN2627, S391S,17.0,13.0,2.6,58.0,사내
 SN2597, F520S,20.0,20.0,7.2,71.0,오비1
 SN2602, F540C,17.0,15.0,3.2,61.0,신한내
 SN2463, E424S,11.0,4.0,2.6,3.0,사내
 SN2611, M110S,21.0,11.0,6.3,79.0,사내
 SN2455, M910S,16.0,12.0,3.2,34.0,성동
 SN2456, A12CS,13.0,11.0,2.6,5.0,사내
 SN2627, E340P,16.0,14.0,7.2,23.0,성동
 SN2627, S131S,23.0,18.0,2.5,106.0,사내
 SN2614, S620P,18.0,17.0,5.9,28.0,사내
 SN2627, A220S,18.0,11.0,3.2,30.0,사내
 SN2601, E370C,19.0,11.0,3.6,22.0,봉암9
 SN2614, E530S,16.0,15.0,6.5,33.0,사내
 SN2456, D391S,20.0,11.0,4.8,18.0,덕곡2
 SN2607, S13AP,21.0,11.0,2.7,24.0,한내
 SN2597, F310P,15.0,12.0,8.2,10.0,한내
 SN2602, G510P,11.0,5.0,1.6,2.0,사내
 SN2601, M220P,18.0,12.0,3.5,34.0,사내
 SN2591, S151S,15.0,13.0,2.3,38.0,성동
 SN2601, T320S,18.0,16.0,2.9,42.0,사내
 SN2598, S122S,20.0,11.0,3.8,22.0,사내
 SN2603, D191P,15.0,11.0,1.9,33.0,사내
 SN2463, B11AP,19.0,11.0,2.2,33.0,덕곡2
 SN2615, E511S,12.0,11.0,5.2,17.0,한내
 SN2607, E521S,12.0,11.0,3.5,13.0,사내
 SN2598, D321S,16.0,14.0,4.0,41.0,덕곡2
 SN2590, A410S,12.0,11.0,6.6,11.0,덕곡1
 SN2591, E410S,18.0,15.0,5.4,42.0,사내
 SN2614, F421P,11.0,10.0,2.8,6.0,봉암9
 SN2598, T322P,15.0,11.0,3.0,33.0,봉암8
 SN2603, F423P,11.0,10.0,7.2,10.0,사내
 SN2615, E340C,16.0,15.0,5.3,33.0,성동
 SN2455, F320C,16.0,11.0,5.2,5.0,덕곡1
 SN2454, M920S,12.0,11.0,3.2,17.0,사내
 SN2456, E373P,12.0,11.0,1.0,10.0,오비1
 SN2463, E322P,18.0,11.0,3.2,40.0,사내
 SN2611, B120S,22.0,16.0,3.2,66.0,사내
 SN2455, D390S,20.0,16.0,6.6,65.0,사내
 SN2598, A110P,11.0,8.0,11.5,26.0,신한내
 SN2591, H170P,11.0,10.0,4.5,10.0,사내
 SN2602, E530C,21.0,20.0,5.2,102.0,오비1
 SN2603, D401P,18.0,14.0,4.1,37.0,오비3
 SN2611, D411P,20.0,13.0,4.1,43.0,신한내
 SN2590, E560C,18.0,11.0,7.2,26.0,사내
 SN2455, E580S,11.0,10.0,1.0,10.0,사내
 SN2602, G370P,11.0,4.0,1.6,3.0,봉암9
 SN2611, A210P,21.0,18.0,8.0,53.0,사내
 SN2603, F121P,15.0,11.0,3.8,40.0,봉암8
 SN2591, D150S,12.0,11.0,5.8,18.0,사내
 SN2614, S600S,15.0,11.0,3.1,14.0,사내
 SN2627, D380P,20.0,13.0,5.3,59.0,한내
 SN2597, D720S,23.0,20.0,6.7,64.0,덕곡1
 SN2452, W830C,15.0,11.0,2.8,12.0,한내
 SN2598, B121S,20.0,17.0,3.1,118.0,사내
 SN2456, E512S,19.0,11.0,2.0,19.0,봉암9
 SN2608, E22AS,11.0,10.0,4.7,10.0,성동
 SN2454, F710S,16.0,11.0,2.6,20.0,성동
 SN2611, T510S,11.0,6.0,2.7,7.0,한내
 SN2457, E413P,15.0,11.0,5.7,24.0,OFD
 SN2454, F520P,16.0,14.0,5.2,22.0,봉암9
 SN2611, D310S,20.0,14.0,4.3,33.0,오비3
 SN2598, S112S,21.0,11.0,3.8,23.0,한내
 SN2599, E11BP,12.0,11.0,2.7,11.0,오비1
 SN2611, T120S,16.0,14.0,2.9,42.0,사내
 SN2455, S401P,18.0,17.0,2.6,74.0,사내
 SN2615, E130C,16.0,12.0,4.7,3.0,한내
 SN2602, D620S,13.0,11.0,5.8,46.0,성동
 SN2598, B141S,17.0,17.0,3.1,98.0,성동
 SN2591, B170P,11.0,10.0,2.0,12.0,봉암9
 SN2616, E421S,15.0,11.0,1.4,11.0,봉암9
