vessel_id,block,length,width,height,weight,location
 SN2456, E210S,15.0,13.0,6.0,32.0,사내
 SN2597, F310S,15.0,12.0,8.2,10.0,사내
 SN2616, E421P,15.0,11.0,1.4,11.0,성동
 SN2463, A21CS,11.0,8.0,2.6,6.0,봉암9
 SN2601, T720S,20.0,11.0,2.9,14.0,성동
 SN2611, F110P,15.0,13.0,3.5,21.0,사내
 SN2612, S14AS,21.0,11.0,2.7,22.0,OFD
 SN2612, E521P,12.0,11.0,2.6,11.0,신한내
 SN2598, D522S,14.0,11.0,2.5,7.0,성동
 SN2598, S130P,21.0,16.0,8.1,49.0,사내
 SN2612, E512P,11.0,11.0,3.1,13.0,성동
 SN2616, S35XP,14.0,11.0,1.7,20.0,사내
 SN2627, H120P,19.0,11.0,6.6,16.0,한내
 SN2611, S160S,20.0,19.0,5.4,57.0,덕곡1
 SN2591, B160S,14.0,13.0,2.5,26.0,봉암8
 SN2615, S190S,17.0,13.0,4.8,18.0,봉암8
 SN2591, E420S,18.0,15.0,5.5,43.0,사내
 SN2598, T322S,16.0,11.0,3.0,38.0,봉암9
 SN2603, B200S,21.0,15.0,8.0,33.0,사내
 SN2457, E51AP,14.0,11.0,2.0,16.0,봉암8
 SN2601, B131S,22.0,16.0,3.2,131.0,성동
 SN2456, E310P,15.0,14.0,5.6,40.0,OFD
 SN2602, D380S,16.0,13.0,4.2,25.0,한내
 SN2627, S100S,20.0,12.0,3.3,41.0,사내
 SN2607, E261C,18.0,18.0,6.3,82.0,사내
 SN2601, E340C,20.0,15.0,4.9,67.0,봉암9
 SN2612, E423P,16.0,11.0,1.0,13.0,한내
 SN2452, C710P,19.0,11.0,0.7,9.0,사내
 SN2602, D211S,20.0,11.0,1.9,43.0,사내
 SN2615, L150P,18.0,12.0,8.3,28.0,사내
 SN2603, T110P,15.0,15.0,2.7,71.0,신한내
 SN2598, B130S,17.0,16.0,3.1,50.0,사내
 SN2615, E513S,12.0,11.0,2.0,17.0,덕곡2
 SN2602, E520S,22.0,14.0,5.3,59.0,사내
 SN2607, M210P,20.0,11.0,3.6,54.0,사내
 SN2457, E110P,16.0,12.0,7.6,19.0,한내
 SN2602, D140C,20.0,20.0,1.9,57.0,덕곡1
 SN2463, E423P,11.0,11.0,1.3,10.0,한내
 SN2603, H130P,21.0,12.0,6.5,33.0,사내
 SN2601, D331P,16.0,14.0,4.1,38.0,봉암8
 SN2614, F728P,11.0,7.0,6.9,13.0,사내
 SN2615, E53AS,16.0,11.0,1.8,25.0,덕곡2
 SN2597, D530S,22.0,11.0,7.6,36.0,덕곡1
 SN2601, M410P,22.0,18.0,3.6,63.0,사내
 SN2627, B191S,17.0,11.0,2.3,34.0,사내
 SN2597, D170C,20.0,20.0,1.9,55.0,덕곡1
 SN2597, G140S,14.0,11.0,4.7,23.0,사내
 SN2612, E330S,15.0,15.0,5.4,30.0,사내
 SN2598, B120S,20.0,17.0,3.1,66.0,성동
 SN2597, F230C,11.0,10.0,4.6,6.0,한내
 SN2456, D192S,11.0,8.0,2.3,8.0,한내
 SN2611, D161P,15.0,11.0,1.9,34.0,덕곡2
 SN2603, D121P,16.0,11.0,1.9,32.0,성동
 SN2603, D320P,16.0,14.0,4.2,25.0,사내
 SN2603, D191S,15.0,11.0,1.9,31.0,봉암9
 SN2601, T321S,18.0,16.0,2.9,74.0,사내
 SN2456, D193P,11.0,9.0,2.3,7.0,한내
 SN2612, E511P,17.0,11.0,1.9,20.0,사내
 SN2452, E660C,18.0,17.0,1.9,55.0,덕곡1
 SN2455, F520S,16.0,15.0,5.2,24.0,사내
 SN2454, W820P,19.0,11.0,2.3,18.0,한내
 SN2611, T140P,15.0,14.0,2.9,33.0,덕곡2
 SN2616, S36XP,13.0,11.0,1.7,21.0,봉암9
 SN2456, E512S,19.0,11.0,2.0,19.0,사내
 SN2452, Y900C,13.0,11.0,2.8,64.0,사내
 SN2602, T350S,16.0,16.0,2.8,32.0,사내
 SN2603, D340P,20.0,13.0,4.2,31.0,사내
