vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2591, B170S,11.0,10.0,2.0,12.0,사내,,,,,252.0,9_1.0
 SN2608, E116P,11.0,8.0,2.4,9.0,사내,,,,,143.0,1_1.0
 SN2455, F710S,16.0,11.0,2.6,20.0,사내,,,,,304.0,5_1.0
 SN2627, H310S,18.0,11.0,2.6,36.0,사내,,,,,77.0,3_1.0
 SN2607, E233P,11.0,10.0,4.1,18.0,사내,,,,,88.0,5_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,66.0,3_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,66.0,3_1.0
 SN2612, E532P,11.0,4.0,1.7,3.0,사내,,,,,289.0,4_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,66.0,3_1.0
 SN2615, E513P,15.0,11.0,2.0,22.0,사내,,,,,221.0,5_1.0
 SN2599, E11FP,11.0,8.0,3.2,22.0,사내,,,,,154.0,1_1.0
 SN2601, D712S,15.0,11.0,4.4,17.0,사내,,,,,396.0,7_1.0
 SN2454, S621S,17.0,11.0,2.5,38.0,사내,,,,,238.0,9_1.0
 SN2463, B11AP,19.0,11.0,2.2,33.0,사내,,,,,336.0,4_1.0
 SN2455, C400P,21.0,11.0,0.7,10.0,사내,,,,,220.0,7_1.0
 SN2598, S141S,16.0,16.0,2.6,78.0,사내,,,,,360.0,6_1.0
 SN2455, C400P,21.0,11.0,0.7,10.0,사내,,,,,220.0,7_1.0
 SN2463, B11AP,19.0,11.0,2.2,33.0,사내,,,,,336.0,4_1.0
 SN2463, A21DS,11.0,8.0,2.9,7.0,사내,,,,,272.0,9_2.0
 SN2603, D211P,20.0,11.0,1.9,44.0,사내,,,,,224.0,4_2.0
 SN2602, D390P,15.0,13.0,4.2,24.0,사내,,,,,357.0,0_1.0
 SN2598, S141S,16.0,16.0,2.6,78.0,사내,,,,,360.0,6_1.0
 SN2599, E11FP,11.0,8.0,3.2,22.0,사내,,,,,154.0,1_1.0
 SN2457, E62CS,16.0,11.0,2.7,18.0,사내,,,,,270.0,7_2.0
 SN2615, E513P,15.0,11.0,2.0,22.0,사내,,,,,221.0,5_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,66.0,3_1.0
 SN2627, H310S,18.0,11.0,2.6,36.0,사내,,,,,77.0,3_1.0
