vessel_id,block,length,width,height,weight,location
 SN2601, T321P,18.0,17.0,2.9,82.0,사내
 SN2604, D720S,20.0,18.0,6.7,50.0,사내
 SN2457, E241S,15.0,12.0,6.5,36.0,사내
 SN2601, M510S,23.0,18.0,3.7,67.0,사내
 SN2456, E120C,20.0,15.0,3.2,25.0,사내
 SN2601, H130P,22.0,12.0,6.5,37.0,성동
 SN2597, D500P,11.0,8.0,2.4,5.0,사내
 SN2611, D720S,13.0,11.0,3.1,25.0,한내
 SN2601, E340C,20.0,15.0,4.9,67.0,덕곡1
 SN2591, E44XS,15.0,11.0,2.3,5.0,OFD
 SN2603, B140S,21.0,16.0,3.2,69.0,사내
 SN2598, M410P,22.0,18.0,4.0,67.0,사내
 SN2601, E350C,16.0,13.0,4.9,40.0,사내
 SN2453, C710S,20.0,11.0,0.7,10.0,봉암9
 SN2615, E410S,18.0,15.0,5.4,42.0,사내
 SN2615, S350S,14.0,11.0,7.0,16.0,사내
 SN2601, T110S,16.0,15.0,2.8,88.0,OFD
 SN2627, S093S,12.0,11.0,2.5,17.0,봉암9
 SN2601, D331S,16.0,14.0,4.1,39.0,사내
 SN2607, E432P,11.0,6.0,2.3,7.0,사내
 SN2611, G130S,16.0,11.0,4.3,18.0,한내
 SN2612, A110P,11.0,7.0,11.5,19.0,한내
 SN2627, E530S,14.0,14.0,6.9,35.0,성동
 SN2603, H140S,21.0,12.0,6.4,33.0,한내
 SN2463, E24AP,11.0,10.0,2.5,7.0,한내
 SN2607, E320P,16.0,13.0,4.9,27.0,사내
 SN2598, E510P,23.0,22.0,5.2,104.0,사내
 SN2613, D560C,11.0,9.0,5.8,23.0,성동
 SN2601, S121S,21.0,16.0,2.6,84.0,성동
 SN2604, E520S,25.0,24.0,5.5,123.0,사내
 SN2627, A310S,25.0,17.0,4.9,78.0,사내
 SN2627, H120S,19.0,11.0,6.6,16.0,사내
 SN2611, E260C,18.0,18.0,6.4,56.0,신한내
 SN2598, T120P,20.0,11.0,3.0,19.0,사내
 SN2604, D710S,20.0,17.0,6.7,36.0,사내
 SN2455, M510S,19.0,12.0,4.7,58.0,오비3
 SN2598, S131P,16.0,16.0,2.6,81.0,사내
 SN2603, D131P,16.0,11.0,1.9,36.0,한내
 SN2607, E232P,12.0,11.0,5.2,26.0,OFD
 SN2456, E341S,13.0,12.0,5.7,32.0,사내
 SN2598, F421S,14.0,11.0,4.8,22.0,사내
 SN2601, D131S,16.0,11.0,1.9,38.0,한내
 SN2601, M220P,18.0,12.0,3.5,34.0,봉암9
 SN2590, E540P,15.0,14.0,3.4,33.0,오비1
 SN2463, D29BP,13.0,11.0,2.0,7.0,성동
 SN2597, D400S,20.0,14.0,4.4,32.0,성동
 SN2590, F620S,20.0,13.0,4.9,32.0,덕곡2
 SN2611, D740S,19.0,11.0,4.2,49.0,사내
 SN2601, E140C,16.0,13.0,6.8,68.0,신한내
 SN2456, B121S,20.0,16.0,2.2,58.0,사내
 SN2612, T131P,16.0,14.0,2.8,81.0,사내
 SN2601, T720P,20.0,11.0,2.9,14.0,한내
 SN2463, E312S,16.0,11.0,3.5,33.0,사내
 SN2456, E310P,15.0,14.0,5.6,40.0,봉암8
 SN2602, D171P,20.0,11.0,1.9,46.0,성동
 SN2611, D630S,13.0,11.0,3.4,12.0,성동
 SN2598, D331P,16.0,14.0,4.0,39.0,OFD
 SN2601, D341S,20.0,14.0,4.1,52.0,봉암8
 SN2603, D120C,20.0,16.0,2.7,47.0,사내
 SN2603, F422S,12.0,11.0,3.8,12.0,한내
 SN2602, E510S,21.0,14.0,5.3,51.0,신한내
 SN2615, E53AS,16.0,11.0,1.8,25.0,사내
 SN2591, H170P,11.0,10.0,4.5,10.0,오비1
 SN2614, S180P,17.0,12.0,4.5,15.0,성동
 SN2612, E511P,17.0,11.0,1.9,20.0,사내
 SN2601, E410S,21.0,15.0,5.7,56.0,사내
 SN2590, E660C,18.0,11.0,5.5,35.0,사내
 SN2603, A210S,21.0,18.0,8.0,51.0,사내
 SN2627, S101S,20.0,11.0,2.5,41.0,사내
 SN2598, M900P,11.0,6.0,3.3,2.0,봉암9
 SN2627, D180S,19.0,13.0,4.2,46.0,한내
 SN2612, E330S,15.0,15.0,5.4,30.0,사내
 SN2591, D150P,12.0,11.0,5.8,19.0,성동
 SN2612, S14AS,21.0,11.0,2.7,22.0,사내
 SN2607, E522P,11.0,10.0,1.6,9.0,덕곡2
 SN2626, E620S,22.0,12.0,4.8,111.0,사내
 SN2457, A312S,11.0,8.0,2.8,11.0,OFD
 SN2612, M610C,20.0,18.0,3.3,60.0,사내
 SN2611, A110P,11.0,7.0,11.5,19.0,성동
 SN2616, E33YS,11.0,7.0,1.7,6.0,성동
 SN2598, B130S,17.0,16.0,3.1,50.0,사내
 SN2614, A220P,17.0,17.0,4.3,31.0,성동
 SN2602, T350S,16.0,16.0,2.8,32.0,사내
 SN2615, S08BS,15.0,11.0,2.8,22.0,봉암9
 SN2611, S160S,20.0,19.0,5.4,57.0,덕곡1
 SN2611, D840S,11.0,8.0,2.7,7.0,신한내
 SN2590, E530P,16.0,15.0,6.5,33.0,사내
 SN2453, E710S,24.0,13.0,6.6,88.0,신한내
 SN2611, D330P,16.0,13.0,4.2,24.0,사내
 SN2454, H220S,17.0,13.0,4.6,27.0,봉암8
 SN2611, D211S,20.0,11.0,1.9,43.0,사내
 SN2611, D411P,20.0,13.0,4.1,43.0,한내
 SN2602, F530C,21.0,11.0,3.3,25.0,사내
 SN2614, S400P,17.0,13.0,8.4,16.0,사내
 SN2598, B121P,20.0,17.0,3.1,108.0,사내
 SN2612, E322P,13.0,11.0,3.1,13.0,성동
 SN2602, F420S,18.0,16.0,8.2,45.0,사내
 SN2627, E510S,24.0,12.0,7.8,50.0,한내
 SN2611, D360P,15.0,14.0,4.9,23.0,성동
 SN2463, E62XP,11.0,7.0,2.6,6.0,봉암9
 SN2452, E710P,22.0,13.0,6.6,84.0,사내
 SN2599, E11AS,12.0,11.0,2.3,28.0,한내
 SN2454, F310P,16.0,13.0,7.8,24.0,한내
 SN2597, D320P,16.0,14.0,4.4,25.0,덕곡2
 SN2601, S131S,22.0,16.0,2.6,101.0,덕곡1
 SN2598, D521S,11.0,10.0,2.5,6.0,한내
 SN2454, S621S,17.0,11.0,2.5,38.0,봉암9
 SN2456, D193P,11.0,9.0,2.3,7.0,성동
 SN2590, S200S,18.0,13.0,6.7,19.0,사내
 SN2611, T510P,11.0,6.0,2.7,7.0,오비1
 SN2597, D720S,23.0,20.0,6.7,64.0,덕곡1
 SN2455, E610S,16.0,13.0,6.0,42.0,성동
 SN2590, T190C,12.0,11.0,2.2,25.0,봉암9
 SN2602, G370S,11.0,4.0,1.6,3.0,신한내
 SN2603, F121P,15.0,11.0,3.8,40.0,덕곡2
 SN2627, S391S,17.0,13.0,2.6,58.0,사내
 SN2598, T321S,19.0,16.0,3.1,94.0,신한내
 SN2598, M110S,21.0,11.0,5.7,78.0,사내
 SN2456, E210S,15.0,13.0,6.0,32.0,덕곡1
 SN2598, T322P,15.0,11.0,3.0,33.0,봉암9
 SN2602, D170C,20.0,20.0,1.9,57.0,오비1
 SN2457, E62CS,16.0,11.0,2.7,18.0,사내
 SN2611, D120C,20.0,16.0,2.7,47.0,사내
 SN2611, D171S,20.0,11.0,1.9,45.0,OFD
 SN2612, T131S,16.0,14.0,2.8,74.0,성동
 SN2611, D141S,20.0,11.0,1.9,52.0,신한내
 SN2599, E11EP,12.0,11.0,2.6,14.0,덕곡2
 SN2601, S111S,21.0,16.0,2.6,93.0,사내
 SN2627, S131S,23.0,18.0,2.5,106.0,사내
 SN2615, E140C,12.0,11.0,4.7,4.0,사내
 SN2452, E660C,18.0,17.0,1.9,55.0,사내
 SN2601, S131P,22.0,16.0,2.6,101.0,사내
 SN2456, D291P,12.0,11.0,2.0,5.0,사내
 SN2456, B191P,20.0,16.0,2.4,71.0,성동
 SN2611, T350P,17.0,16.0,2.8,33.0,사내
 SN2457, E241P,15.0,11.0,6.2,32.0,한내
 SN2601, D131P,16.0,11.0,1.9,38.0,봉암9
 SN2611, D411S,20.0,13.0,4.3,43.0,한내
 SN2602, D380S,16.0,13.0,4.2,25.0,사내
 SN2611, B120S,22.0,16.0,3.2,66.0,사내
 SN2597, F210P,15.0,11.0,4.5,8.0,오비3
 SN2611, S130S,21.0,19.0,5.4,60.0,사내
 SN2601, M310S,22.0,18.0,3.4,59.0,사내
 SN2603, E370C,19.0,11.0,4.9,18.0,덕곡2
 SN2611, D141P,20.0,11.0,1.9,52.0,성동
 SN2616, E322S,15.0,11.0,3.8,27.0,봉암8
 SN2456, E410P,17.0,15.0,5.2,39.0,사내
 SN2627, A410P,12.0,11.0,4.6,21.0,사내
 SN2456, E611S,16.0,11.0,2.5,17.0,사내
 SN2602, D130C,20.0,16.0,1.9,48.0,사내
 SN2456, A12CP,13.0,11.0,2.6,5.0,봉암9
 SN2612, E532S,11.0,4.0,1.7,3.0,덕곡1
 SN2456, D194P,11.0,9.0,2.3,7.0,한내
 SN2612, F11AP,17.0,11.0,2.6,21.0,사내
 SN2455, F420C,16.0,11.0,2.6,10.0,성동
 SN2455, B200C,18.0,17.0,2.3,62.0,사내
 SN2603, D820S,11.0,4.0,4.1,2.0,덕곡2
 SN2453, E660C,18.0,17.0,1.9,55.0,사내
 SN2601, D713S,16.0,11.0,4.3,21.0,봉암9
 SN2590, H200P,15.0,11.0,4.5,17.0,덕곡2
 SN2607, E521S,12.0,11.0,3.5,13.0,성동
 SN2627, S090S,21.0,11.0,3.3,26.0,사내
 SN2590, M220S,11.0,11.0,4.1,25.0,한내
 SN2627, H120P,19.0,11.0,6.6,16.0,사내
 SN2607, E541P,11.0,6.0,2.5,5.0,성동
 SN2603, B130P,21.0,16.0,3.2,60.0,사내
 SN2598, B221P,15.0,15.0,3.2,65.0,봉암8
 SN2455, D390S,20.0,16.0,6.6,65.0,사내
 SN2453, S630P,18.0,11.0,7.9,19.0,OFD
 SN2455, E580S,11.0,10.0,1.0,10.0,봉암9
 SN2602, D370S,20.0,13.0,4.2,32.0,봉암8
 SN2453, S180P,29.0,18.0,5.4,38.0,사내
 SN2603, E420S,21.0,17.0,5.7,72.0,성동
 SN2456, D192P,11.0,8.0,2.3,7.0,사내
 SN2614, A220S,17.0,17.0,4.3,31.0,사내
 SN2614, F631P,12.0,12.0,4.0,24.0,사내
 SN2463, E423S,11.0,11.0,2.6,10.0,신한내
 SN2463, A21FS,11.0,8.0,2.8,7.0,오비3
 SN2627, A120C,22.0,11.0,5.3,46.0,한내
 SN2611, F110S,15.0,13.0,3.5,21.0,봉암8
 SN2590, A110C,13.0,11.0,11.5,30.0,사내
 SN2614, E510S,14.0,12.0,7.1,31.0,사내
 SN2608, E114S,16.0,11.0,4.3,21.0,사내
 SN2603, B201P,15.0,11.0,3.2,52.0,봉암8
 SN2611, D401S,18.0,14.0,4.1,37.0,사내
 SN2598, D620S,13.0,11.0,2.2,16.0,덕곡2
 SN2607, E523P,12.0,11.0,2.7,16.0,봉암8
 SN2601, D331P,16.0,14.0,4.1,38.0,사내
 SN2611, E520P,22.0,14.0,5.6,74.0,사내
 SN2607, E531C,19.0,17.0,1.8,54.0,사내
 SN2455, E510S,23.0,13.0,5.2,46.0,사내
 SN2456, D392P,21.0,11.0,2.0,10.0,신한내
 SN2455, M320P,12.0,11.0,4.4,17.0,봉암9
 SN2612, E31AS,15.0,11.0,3.8,18.0,봉암9
 SN2601, B131P,22.0,16.0,3.2,143.0,성동
 SN2463, D29CS,16.0,11.0,2.0,10.0,사내
 SN2614, F520P,13.0,11.0,5.2,11.0,한내
 SN2455, B180P,19.0,18.0,2.3,53.0,사내
 SN2616, E33CP,11.0,11.0,3.0,6.0,사내
 SN2616, E41AP,15.0,11.0,3.9,15.0,봉암8
 SN2590, E510S,14.0,12.0,7.1,31.0,신한내
 SN2611, F131P,11.0,11.0,3.1,13.0,사내
 SN2615, M510S,16.0,11.0,3.1,25.0,봉암9
 SN2602, G510P,11.0,5.0,1.6,2.0,신한내
 SN2607, M120S,20.0,13.0,6.2,58.0,성동
 SN2603, B200S,21.0,15.0,8.0,33.0,사내
 SN2627, E640S,22.0,11.0,5.4,19.0,신한내
 SN2595, D340S,21.0,14.0,4.4,34.0,사내
 SN2616, E211P,11.0,11.0,3.1,14.0,오비1
 SN2612, M410P,22.0,18.0,3.6,66.0,사내
 SN2611, E380C,19.0,11.0,3.7,14.0,덕곡2
 SN2405, D640S,13.0,11.0,2.1,18.0,한내
 SN2599, E11FS,11.0,8.0,3.2,21.0,오비3
 SN2611, D371S,20.0,14.0,4.1,48.0,덕곡2
 SN2627, B120S,19.0,18.0,2.6,53.0,사내
 SN2616, E41AS,15.0,11.0,3.9,15.0,성동
 SN2463, E421P,16.0,11.0,5.3,39.0,봉암8
 SN2590, B210C,19.0,15.0,4.8,2.0,사내
 SN2598, B140S,17.0,17.0,3.1,53.0,성동
 SN2456, E511P,13.0,11.0,2.8,21.0,성동
 SN2454, F310S,16.0,14.0,7.8,29.0,사내
 SN2603, S120S,22.0,19.0,5.4,64.0,오비1
 SN2597, D211S,20.0,11.0,1.9,46.0,덕곡2
 SN2603, T320S,18.0,16.0,2.9,46.0,사내
 SN2455, S401S,18.0,17.0,2.6,74.0,사내
 SN2603, D350P,16.0,13.0,4.2,24.0,사내
 SN2611, D820S,11.0,4.0,4.1,2.0,사내
 SN2614, F631S,12.0,12.0,4.0,24.0,성동
 SN2590, A410S,12.0,11.0,6.6,11.0,한내
 SN2611, T120S,16.0,14.0,2.9,42.0,덕곡2
 SN2598, S113P,21.0,11.0,2.8,32.0,사내
 SN2591, E332S,11.0,9.0,2.6,5.0,사내
 SN2598, F424S,11.0,9.0,4.4,7.0,사내
 SN2602, D400S,18.0,13.0,4.2,30.0,봉암8
 SN2601, S113P,21.0,11.0,2.8,32.0,OFD
 SN2597, D710S,23.0,20.0,6.8,51.0,오비1
 SN2597, D390S,15.0,14.0,4.4,25.0,봉암9
 SN2463, B11AS,19.0,11.0,2.2,33.0,사내
 SN2597, F420P,18.0,17.0,8.1,43.0,사내
 SN2603, F421S,13.0,11.0,3.8,20.0,사내
 SN2599, E11BS,12.0,11.0,2.7,11.0,덕곡2
 SN2601, D714S,22.0,11.0,2.5,22.0,사내
 SN2612, E423P,16.0,11.0,1.0,13.0,봉암9
 SN2599, E11ES,12.0,11.0,2.6,14.0,OFD
 SN2463, E422P,11.0,7.0,1.3,10.0,한내
 SN2614, S820S,15.0,11.0,2.2,34.0,사내
 SN2611, D191S,15.0,11.0,1.9,31.0,오비3
 SN2611, M110S,21.0,11.0,6.3,79.0,덕곡1
 SN2601, S113S,21.0,11.0,2.8,32.0,사내
 SN2614, S310S,15.0,11.0,3.1,17.0,사내
 SN2627, S101P,20.0,11.0,2.5,41.0,사내
 SN2590, E530S,16.0,15.0,6.5,33.0,사내
 SN2598, T310P,16.0,16.0,2.8,66.0,사내
 SN2601, D716S,13.0,11.0,1.0,10.0,사내
 SN2603, D191P,15.0,11.0,1.9,33.0,봉암9
 SN2611, D401P,18.0,14.0,4.1,37.0,덕곡2
 SN2615, S350P,14.0,11.0,7.0,19.0,사내
 SN2597, D190C,20.0,15.0,1.9,42.0,봉암8
 SN2612, E512S,11.0,10.0,2.9,14.0,사내
 SN2598, M610C,20.0,18.0,3.2,55.0,사내
 SN2615, C360S,15.0,11.0,0.7,6.0,신한내
 SN2612, A110S,11.0,7.0,11.5,19.0,신한내
 SN2614, S380P,15.0,14.0,3.1,20.0,사내
 SN2615, D180C,15.0,12.0,5.8,19.0,한내
 SN2611, S140S,21.0,19.0,5.4,61.0,오비1
 SN2598, T720P,20.0,11.0,3.1,18.0,덕곡2
 SN2603, H130P,21.0,12.0,6.5,33.0,사내
 SN2612, T531S,11.0,6.0,2.8,6.0,사내
 SN2627, E320S,18.0,18.0,6.5,36.0,사내
 SN2603, T320P,18.0,17.0,2.9,48.0,사내
 SN2591, E44XP,15.0,11.0,2.3,5.0,봉암8
 SN2603, A110P,11.0,7.0,11.5,19.0,신한내
 SN2601, B110P,21.0,16.0,3.8,67.0,사내
 SN2453, C720S,23.0,11.0,0.7,11.0,사내
 SN2601, T110P,15.0,15.0,2.8,72.0,사내
 SN2614, E520P,15.0,15.0,7.2,34.0,성동
 SN2611, D330S,16.0,13.0,4.2,24.0,오비3
 SN2607, E522S,11.0,10.0,3.8,11.0,사내
 SN2597, D410S,18.0,14.0,4.4,38.0,사내
 SN2603, B201S,15.0,11.0,3.2,44.0,봉암8
 SN2597, F310S,15.0,12.0,8.2,10.0,사내
 SN2463, D29AS,11.0,10.0,2.0,5.0,봉암9
 SN2597, D191P,15.0,11.0,1.9,34.0,사내
 SN2455, M900P,11.0,8.0,5.8,4.0,사내
 SN2607, E110P,18.0,17.0,7.8,27.0,사내
 SN2457, B19AP,20.0,11.0,2.3,35.0,성동
