length,width,height,count,location
24.0,20.0,1000.0,2,HSG¼ºµ¿
20.0,19.0,1000.0,1,HSG¼ºµ¿
21.0,18.0,1000.0,1,HSG¼ºµ¿
21.0,12.0,1000.0,1,´ö°î1
16.0,9.0,5.0,1,´ö°î2
17.0,9.0,5.0,1,´ö°î2
17.0,10.0,5.0,1,´ö°î2
18.0,14.0,5.0,1,´ö°î2
16.0,15.0,5.8,2,ºÀ¾Ï8
16.0,13.0,5.8,1,ºÀ¾Ï8
17.0,12.0,5.8,1,ºÀ¾Ï8
17.0,13.0,5.8,1,ºÀ¾Ï8
17.0,15.0,5.8,1,ºÀ¾Ï8
18.0,12.0,5.8,1,ºÀ¾Ï8
18.0,15.0,5.8,1,ºÀ¾Ï8
19.0,13.0,5.8,1,ºÀ¾Ï8
20.0,12.0,5.8,1,ºÀ¾Ï8
18.0,14.0,5.8,2,ºÀ¾Ï9
19.0,13.0,5.8,2,ºÀ¾Ï9
20.0,13.0,5.8,2,ºÀ¾Ï9
16.0,13.0,5.8,1,ºÀ¾Ï9
16.0,15.0,5.8,1,ºÀ¾Ï9
18.0,15.0,5.8,1,ºÀ¾Ï9
19.0,12.0,5.8,1,ºÀ¾Ï9
20.0,12.0,5.8,1,ºÀ¾Ï9
23.0,22.0,1000.0,1,½ÅÇÑ³»
22.0,16.0,1000.0,1,¿Àºñ
16.0,13.0,1000.0,1,¿Àºñ3
19.0,13.0,1000.0,1,¿Àºñ3
20.0,11.0,1000.0,2,ÇÑ³»
21.0,13.0,1000.0,1,ÇÑ³»
22.0,12.0,1000.0,1,ÇÑ³»
24.0,13.0,1000.0,1,ÇÑ³»
