vessel_id,block,length,width,height,weight,location
 SN2599, E11AP,12.0,11.0,2.3,29.0,오비3
 SN2455, C390P,21.0,11.0,0.7,11.0,한내
 SN2603, T120P,17.0,14.0,2.9,44.0,성동
 SN2615, M210S,13.0,11.0,4.1,33.0,사내
 SN2598, B121S,20.0,17.0,3.1,118.0,사내
 SN2463, B11AP,19.0,11.0,2.2,33.0,사내
 SN2627, S090S,21.0,11.0,3.3,26.0,한내
 SN2627, E310S,19.0,12.0,7.1,37.0,사내
 SN2607, E233P,11.0,10.0,4.1,18.0,덕곡2
 SN2603, E510P,21.0,14.0,5.3,49.0,성동
 SN2456, B191P,20.0,16.0,2.4,71.0,사내
 SN2611, T151C,20.0,15.0,2.7,98.0,사내
 SN2616, E43AP,11.0,11.0,2.6,7.0,사내
 SN2591, E44XP,15.0,11.0,2.3,5.0,한내
 SN2598, B140P,17.0,16.0,3.1,52.0,신한내
 SN2455, A220P,18.0,11.0,3.8,38.0,봉암8
 SN2591, B160P,14.0,13.0,2.5,26.0,사내
 SN2614, F622S,12.0,11.0,3.6,11.0,사내
 SN2615, D360S,15.0,11.0,5.5,35.0,사내
 SN2463, E312S,16.0,11.0,3.5,33.0,사내
 SN2616, E312S,11.0,10.0,2.0,5.0,사내
 SN2454, F220C,13.0,11.0,5.2,8.0,오비3
 SN2611, T120P,17.0,14.0,2.9,44.0,사내
 SN2590, Y900C,11.0,11.0,2.6,44.0,사내
 SN2615, M310S,17.0,11.0,3.1,33.0,봉암8
 SN2591, B160S,14.0,13.0,2.5,26.0,봉암8
 SN2614, E530S,16.0,15.0,6.5,33.0,사내
 SN2603, D620S,13.0,11.0,5.8,46.0,성동
 SN2602, G510P,11.0,5.0,1.6,2.0,한내
 SN2598, F44AS,11.0,9.0,4.2,9.0,덕곡2
 SN2611, F311S,15.0,11.0,5.3,25.0,봉암8
 SN2603, D391S,15.0,14.0,4.1,37.0,성동
 SN2601, B111P,21.0,16.0,3.2,120.0,덕곡1
 SN2455, A120C,17.0,15.0,4.8,32.0,사내
 SN2615, M310P,20.0,11.0,3.1,42.0,봉암9
 SN2452, S230S,20.0,13.0,9.1,23.0,성동
 SN2455, F520P,16.0,14.0,5.2,22.0,사내
 SN2615, C360S,15.0,11.0,0.7,6.0,사내
 SN2598, S111P,21.0,16.0,2.6,101.0,사내
 SN2615, M120S,11.0,11.0,4.4,24.0,사내
 SN2601, M410P,22.0,18.0,3.6,63.0,덕곡1
 SN2603, F121P,15.0,11.0,3.8,40.0,사내
 SN2615, E513S,12.0,11.0,2.0,17.0,한내
 SN2454, F620S,18.0,11.0,2.7,21.0,신한내
 SN2627, F411S,18.0,11.0,4.4,19.0,사내
 SN2603, D151S,16.0,11.0,1.9,30.0,사내
 SN2615, S180P,17.0,12.0,4.5,15.0,한내
 SN2612, E532P,11.0,4.0,1.7,3.0,한내
 SN2463, A21CS,11.0,8.0,2.6,6.0,봉암8
 SN2452, E720P,22.0,16.0,8.4,106.0,사내
 SN2453, H200S,19.0,14.0,5.6,66.0,사내
 SN2591, S341S,11.0,10.0,2.3,12.0,오비1
 SN2456, H121P,21.0,11.0,5.0,36.0,오비1
 SN2452, S230P,20.0,13.0,9.1,22.0,사내
 SN2603, T320S,18.0,16.0,2.9,46.0,사내
 SN2452, S830P,17.0,11.0,5.8,21.0,사내
 SN2463, E423S,11.0,11.0,2.6,10.0,덕곡2
 SN2614, A430C,15.0,11.0,2.8,23.0,신한내
 SN2612, E514P,21.0,11.0,2.8,16.0,사내
 SN2603, D211P,20.0,11.0,1.9,44.0,봉암8
 SN2607, E521S,12.0,11.0,3.5,13.0,사내
 SN2598, E520P,24.0,23.0,5.3,108.0,사내
 SN2591, D360P,16.0,11.0,5.5,37.0,한내
 SN2612, T531P,11.0,6.0,2.8,6.0,사내
 SN2598, M410P,22.0,18.0,4.0,67.0,사내
 SN2614, S620P,18.0,17.0,5.9,28.0,성동
 SN2611, D181S,16.0,11.0,1.9,31.0,봉암8
 SN2616, E33AP,11.0,11.0,1.9,13.0,사내
 SN2612, S11AS,22.0,11.0,2.7,25.0,한내
 SN2454, S621P,17.0,11.0,2.5,38.0,봉암8
 SN2615, D550S,11.0,7.0,5.8,8.0,사내
 SN2627, B130S,25.0,18.0,2.3,71.0,사내
 SN2598, B131S,17.0,16.0,3.1,111.0,사내
 SN2615, E511P,12.0,11.0,5.2,15.0,사내
 SN2463, E422P,11.0,7.0,1.3,10.0,한내
 SN2607, M310S,23.0,18.0,3.6,68.0,사내
 SN2603, S141S,21.0,16.0,2.6,83.0,신한내
 SN2455, F120C,11.0,9.0,3.6,4.0,신한내
 SN2611, F110P,15.0,13.0,3.5,21.0,덕곡2
 SN2597, M120P,19.0,13.0,6.0,68.0,신한내
 SN2607, M310P,23.0,18.0,3.6,69.0,사내
 SN2603, D770S,11.0,8.0,3.7,7.0,신한내
 SN2598, E370C,20.0,11.0,3.7,22.0,OFD
 SN2457, B15AP,20.0,11.0,3.3,36.0,한내
 SN2601, E260C,19.0,19.0,7.3,59.0,사내
 SN2614, F421S,11.0,10.0,3.6,6.0,성동
 SN2608, E116S,11.0,8.0,2.4,9.0,성동
 SN2607, M210S,20.0,11.0,3.6,54.0,성동
 SN2612, E422P,12.0,11.0,2.5,16.0,덕곡2
 SN2455, B200C,18.0,17.0,2.3,62.0,사내
 SN2597, D410S,18.0,14.0,4.4,38.0,성동
 SN2455, S401S,18.0,17.0,2.6,74.0,사내
 SN2602, F220C,18.0,15.0,5.2,29.0,사내
 SN2456, E231P,18.0,11.0,5.4,40.0,사내
 SN2612, T331S,18.0,16.0,2.8,76.0,사내
 SN2597, D340S,21.0,14.0,4.4,34.0,사내
 SN2463, A21FS,11.0,8.0,2.8,7.0,사내
 SN2454, F620P,19.0,11.0,2.7,22.0,한내
 SN2611, D500S,11.0,8.0,2.4,4.0,성동
 SN2608, E22AS,11.0,10.0,4.7,10.0,사내
 SN2614, F622P,12.0,11.0,3.6,11.0,사내
 SN2612, M220P,16.0,12.0,3.6,32.0,봉암9
 SN2615, M120P,11.0,11.0,4.4,25.0,사내
 SN2455, S403P,18.0,11.0,2.6,17.0,봉암8
 SN2452, Y900C,13.0,11.0,2.8,64.0,사내
 SN2603, D131S,16.0,11.0,1.9,36.0,성동
 SN2602, F520P,19.0,18.0,6.3,81.0,사내
 SN2602, G130S,16.0,11.0,4.3,18.0,덕곡2
 SN2601, D341S,20.0,14.0,4.1,52.0,봉암9
 SN2614, F730P,15.0,11.0,4.4,25.0,사내
 SN2627, A310P,27.0,17.0,4.9,85.0,사내
 SN2627, S093S,12.0,11.0,2.5,17.0,덕곡1
 SN2602, D630S,13.0,11.0,3.4,13.0,사내
 SN2611, T340S,18.0,17.0,2.9,45.0,사내
 SN2597, D710S,23.0,20.0,6.8,51.0,오비1
 SN2456, D194S,11.0,8.0,2.3,8.0,덕곡2
 SN2456, E110S,16.0,12.0,7.6,18.0,사내
 SN2456, D391S,20.0,11.0,4.8,18.0,신한내
 SN2599, E11CP,11.0,8.0,3.3,9.0,사내
 SN2612, S18BS,11.0,11.0,4.1,9.0,봉암8
 SN2616, E421P,15.0,11.0,1.4,11.0,사내
 SN2598, D37AP,22.0,11.0,2.2,26.0,사내
 SN2590, E520P,15.0,15.0,7.2,34.0,사내
 SN2597, G140S,14.0,11.0,4.7,23.0,덕곡2
 SN2602, E540C,24.0,19.0,5.2,99.0,사내
 SN2598, E310P,15.0,14.0,5.1,26.0,OFD
 SN2611, T351S,16.0,16.0,2.7,51.0,사내
 SN2457, D291S,11.0,10.0,2.0,4.0,사내
 SN2611, S140P,21.0,19.0,5.4,62.0,성동
 SN2607, E210S,15.0,12.0,3.7,26.0,사내
 SN2457, E451C,16.0,11.0,1.8,19.0,성동
 SN2591, D350S,15.0,11.0,5.5,30.0,사내
 SN2598, F522P,11.0,11.0,3.7,15.0,사내
 SN2615, E64AC,12.0,11.0,1.9,6.0,오비3
 SN2611, D181P,16.0,11.0,1.9,30.0,봉암9
 SN2615, M410P,24.0,11.0,3.5,42.0,사내
 SN2614, F722S,12.0,11.0,1.5,11.0,오비1
 SN2455, F220C,13.0,11.0,5.2,8.0,성동
 SN2611, D191S,15.0,11.0,1.9,31.0,신한내
 SN2607, E541S,11.0,6.0,2.5,5.0,한내
 SN2603, D391P,15.0,14.0,4.1,36.0,사내
 SN2607, F11AP,17.0,11.0,2.6,18.0,성동
 SN2607, E240C,21.0,15.0,4.0,73.0,사내
 SN2597, D720S,23.0,20.0,6.7,64.0,사내
 SN2611, K180C,15.0,12.0,3.2,31.0,사내
 SN2614, S720P,15.0,15.0,2.8,25.0,사내
 SN2611, D340S,20.0,13.0,4.2,31.0,봉암8
 SN2603, H130P,21.0,12.0,6.5,33.0,사내
 SN2611, D620S,13.0,11.0,5.8,17.0,성동
 SN2602, F350C,11.0,9.0,3.8,4.0,성동
 SN2601, D715S,11.0,10.0,1.0,6.0,봉암8
 SN2457, B15AS,20.0,11.0,3.3,36.0,한내
 SN2608, E22AP,11.0,10.0,4.7,11.0,사내
 SN2603, D350S,16.0,14.0,4.9,24.0,봉암8
 SN2463, E24AS,11.0,10.0,2.5,7.0,사내
 SN2627, E410S,20.0,12.0,5.2,34.0,사내
 SN2603, D530S,16.0,11.0,2.2,16.0,사내
 SN2626, E560C,17.0,11.0,7.7,34.0,성동
 SN2603, E510S,21.0,14.0,5.3,51.0,성동
 SN2601, T321P,18.0,17.0,2.9,82.0,성동
 SN2598, D522S,14.0,11.0,2.5,7.0,OFD
 SN2590, F210C,18.0,16.0,5.2,19.0,사내
 SN2455, W831C,14.0,11.0,2.4,7.0,봉암8
 SN2601, M900S,11.0,6.0,3.3,1.0,한내
 SN2601, S131S,22.0,16.0,2.6,101.0,덕곡1
 SN2615, S082P,11.0,11.0,2.6,9.0,한내
 SN2456, E120C,20.0,15.0,3.2,25.0,사내
 SN2601, B110P,21.0,16.0,3.8,67.0,사내
 SN2455, E510P,24.0,14.0,5.2,54.0,사내
 SN2455, M910P,16.0,12.0,3.2,32.0,신한내
 SN2615, S08BS,15.0,11.0,2.8,22.0,덕곡2
 SN2604, Y900S,11.0,9.0,2.4,39.0,OFD
 SN2590, A110C,13.0,11.0,11.5,30.0,사내
 SN2615, S141S,15.0,11.0,2.3,31.0,사내
 SN2601, M610C,21.0,15.0,3.3,56.0,사내
 SN2598, M610C,20.0,18.0,3.2,55.0,사내
 SN2454, F310P,16.0,13.0,7.8,24.0,한내
