vessel_id,block,length,width,height,location,id
 SN2603, E530C,25.0,23.0,inf,오비1,0
 SN2597, D710S,25.0,23.0,inf,오비1,1
 SN2597, F520S,25.0,23.0,inf,오비1,2
 SN2597, E540C,25.0,23.0,inf,오비1,3
 SN2602, D210C,25.0,23.0,inf,오비1,4
 SN2455, S120P,25.0,23.0,inf,오비1,5
 SN2597, F520P,25.0,23.0,inf,오비1,6
,,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2455, M320P,16.0,16.0,inf,오비1,10
 SN2612, E421P,16.0,16.0,inf,오비1,11
 SN2598, F421P,16.0,16.0,inf,오비1,12
 SN2453, M940S,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2455, M920P,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2615, M210P,24.0,17.0,inf,오비1,19
 SN2601, D41AP,24.0,17.0,inf,오비1,20
 SN2603, D131P,24.0,17.0,inf,오비1,21
 SN2463, D29AP,24.0,17.0,inf,오비1,22
,,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
