vessel_id,block,length,width,height,location,id
 SN2603, E530C,25.0,23.0,inf,오비1,0
 SN2611, S150P,25.0,23.0,inf,오비1,1
 SN2452, S430P,25.0,23.0,inf,오비1,2
 SN2611, S140P,25.0,23.0,inf,오비1,3
 SN2611, S130S,25.0,23.0,inf,오비1,4
 SN2598, E420P,25.0,23.0,inf,오비1,5
 SN2602, D170C,25.0,23.0,inf,오비1,6
 SN2612, M510P,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2456, E341P,16.0,16.0,inf,오비1,10
 SN2591, S161P,16.0,16.0,inf,오비1,11
 SN2611, D720S,16.0,16.0,inf,오비1,12
 SN2615, E61AP,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2590, E510P,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2590, E550C,24.0,17.0,inf,오비1,19
 SN2627, A110C,24.0,17.0,inf,오비1,20
 SN2611, D340P,24.0,17.0,inf,오비1,21
 SN2455, A210C,24.0,17.0,inf,오비1,22
,,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
