vessel_id,block,length,width,height,location,id
 SN2601, S110S,25.0,23.0,inf,오비1,0
 SN2603, S130S,25.0,23.0,inf,오비1,1
 SN2455, B110C,25.0,23.0,inf,오비1,2
 SN2597, D210C,25.0,23.0,inf,오비1,3
 SN2611, E540C,25.0,23.0,inf,오비1,4
 SN2611, E530C,25.0,23.0,inf,오비1,5
 SN2611, S160P,25.0,23.0,inf,오비1,6
,,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2603, F331P,16.0,16.0,inf,오비1,10
 SN2597, G510P,16.0,16.0,inf,오비1,11
 SN2598, M900S,16.0,16.0,inf,오비1,12
 SN2455, M320P,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2611, D201P,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2615, S141S,24.0,17.0,inf,오비1,19
 SN2611, F522S,24.0,17.0,inf,오비1,20
 SN2457, D291S,24.0,17.0,inf,오비1,21
 SN2611, E230P,24.0,17.0,inf,오비1,22
,,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
