vessel_id,block,length,width,height,location,id
 SN2597, D200C,25.0,23.0,inf,오비1,0
 SN2597, D140C,25.0,23.0,inf,오비1,1
 SN2597, D210C,25.0,23.0,inf,오비1,2
 SN2611, S130P,25.0,23.0,inf,오비1,3
 SN2611, S170P,25.0,23.0,inf,오비1,4
 SN2603, S130S,25.0,23.0,inf,오비1,5
 SN2602, E540C,25.0,23.0,inf,오비1,6
,,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2614, F421S,16.0,16.0,inf,오비1,10
 SN2601, A110S,16.0,16.0,inf,오비1,11
 SN2614, F332P,16.0,16.0,inf,오비1,12
 SN2591, S141P,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2611, T510P,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2457, E110P,24.0,17.0,inf,오비1,19
 SN2456, D193P,24.0,17.0,inf,오비1,20
 SN2611, M110P,24.0,17.0,inf,오비1,21
 SN2627, S100S,24.0,17.0,inf,오비1,22
,,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
