vessel_id,block,length,width,height,location,id
 SN2596, D720S,25.0,23.0,inf,오비1,0
 SN2597, D710S,25.0,23.0,inf,오비1,1
 SN2611, S120P,25.0,23.0,inf,오비1,2
 SN2611, S130P,25.0,23.0,inf,오비1,3
 SN2602, D170C,25.0,23.0,inf,오비1,4
 SN2455, B110C,25.0,23.0,inf,오비1,5
 SN2597, D210C,25.0,23.0,inf,오비1,6
,,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2590, E540P,16.0,16.0,inf,오비1,10
 SN2607, E311P,16.0,16.0,inf,오비1,11
 SN2590, H200S,16.0,16.0,inf,오비1,12
 SN2615, C360P,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2614, F722S,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2627, E340S,24.0,17.0,inf,오비1,19
 SN2597, F310P,24.0,17.0,inf,오비1,20
 SN2453, C710P,24.0,17.0,inf,오비1,21
 SN2456, H121P,24.0,17.0,inf,오비1,22
 SN2591, S341S,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
