vessel_id,block,length,width,height,location,id
 SN2601, E260C,25.0,23.0,inf,오비1,0
 SN2602, E530C,25.0,23.0,inf,오비1,1
 SN2611, S140P,25.0,23.0,inf,오비1,2
 SN2601, E540C,25.0,23.0,inf,오비1,3
 SN2602, D210C,25.0,23.0,inf,오비1,4
 SN2598, E510P,25.0,23.0,inf,오비1,5
 SN2455, S120P,25.0,23.0,inf,오비1,6
 SN2611, S160S,25.0,23.0,inf,오비1,7
,,25.0,23.0,inf,오비1,8
,,25.0,23.0,inf,오비1,9
 SN2612, E322S,16.0,16.0,inf,오비1,10
 SN2591, E44XP,16.0,16.0,inf,오비1,11
 SN2597, G510P,16.0,16.0,inf,오비1,12
 SN2612, E521S,16.0,16.0,inf,오비1,13
,,16.0,16.0,inf,오비1,14
,,16.0,16.0,inf,오비1,15
 SN2590, E660C,21.0,16.0,inf,오비1,16
,,21.0,16.0,inf,오비1,17
,,21.0,16.0,inf,오비1,18
 SN2456, D193S,24.0,17.0,inf,오비1,19
 SN2455, M610S,24.0,17.0,inf,오비1,20
 SN2615, S141S,24.0,17.0,inf,오비1,21
 SN2585, A110S,24.0,17.0,inf,오비1,22
,,24.0,17.0,inf,오비1,23
,,24.0,17.0,inf,오비1,24
,,24.0,17.0,inf,오비1,25
