vessel_id,block,length,width,height,weight,location
 SN2598, T320P,26.0,15.0,3.1,69.0,사내
 SN2455, C390P,21.0,11.0,0.7,11.0,신한내
 SN2602, D390S,15.0,13.0,4.2,23.0,사내
 SN2597, E540C,22.0,19.0,5.2,84.0,오비1
 SN2454, H220P,17.0,11.0,4.6,26.0,한내
 SN2612, S14AP,21.0,11.0,2.7,22.0,사내
 SN2455, M710P,15.0,11.0,3.3,63.0,봉암9
 SN2598, B140P,17.0,16.0,3.1,52.0,사내
 SN2614, F622P,12.0,11.0,3.6,11.0,성동
 SN2597, D380P,16.0,14.0,4.4,26.0,OFD
 SN2590, H200P,15.0,11.0,4.5,17.0,봉암9
 SN2614, A110C,13.0,11.0,11.5,30.0,성동
 SN2602, D170C,20.0,20.0,1.9,57.0,오비1
 SN2603, A110P,11.0,7.0,11.5,19.0,사내
 SN2627, E420P,21.0,18.0,7.1,69.0,성동
 SN2616, E322S,15.0,11.0,3.8,27.0,한내
 SN2463, D29BS,13.0,11.0,2.0,8.0,OFD
 SN2463, E312S,16.0,11.0,3.5,33.0,오비1
 SN2612, E332S,15.0,11.0,2.2,11.0,사내
 SN2603, D341S,20.0,14.0,4.1,49.0,덕곡2
 SN2598, T321P,19.0,15.0,3.1,85.0,사내
 SN2455, F520S,16.0,15.0,5.2,24.0,사내
 SN2611, D141S,20.0,11.0,1.9,52.0,성동
 SN2455, M510P,19.0,12.0,4.7,54.0,사내
 SN2599, E11AS,12.0,11.0,2.3,28.0,사내
 SN2597, F440C,17.0,17.0,8.1,35.0,사내
 SN2611, F311S,15.0,11.0,5.3,25.0,성동
 SN2602, D710S,15.0,11.0,5.9,7.0,덕곡1
 SN2598, M900P,11.0,6.0,3.3,2.0,사내
 SN2627, E530P,14.0,14.0,6.9,37.0,사내
 SN2607, E432P,11.0,6.0,2.3,7.0,성동
 SN2612, S16AP,20.0,11.0,2.7,21.0,한내
 SN2614, E370P,12.0,12.0,4.0,6.0,덕곡2
 SN2598, E520P,24.0,23.0,5.3,108.0,사내
 SN2598, T310S,16.0,16.0,2.8,77.0,사내
 SN2614, E650C,15.0,15.0,2.0,57.0,사내
 SN2603, E410S,21.0,16.0,5.7,58.0,신한내
 SN2598, E360C,11.0,11.0,1.8,8.0,사내
 SN2611, T510S,11.0,6.0,2.7,7.0,봉암8
 SN2612, E514S,21.0,11.0,2.8,15.0,한내
 SN2611, E230P,17.0,13.0,4.7,28.0,한내
 SN2457, A313S,17.0,11.0,3.5,18.0,사내
 SN2456, H121S,21.0,11.0,5.0,36.0,한내
 SN2603, D401S,18.0,14.0,4.1,37.0,신한내
 SN2614, F332S,11.0,8.0,2.5,13.0,봉암9
 SN2603, E410P,21.0,16.0,5.7,58.0,사내
 SN2612, B161P,20.0,16.0,3.2,102.0,사내
 SN2597, D181P,16.0,11.0,1.9,34.0,봉암8
 SN2590, E510P,15.0,14.0,7.1,38.0,사내
 SN2612, E322P,13.0,11.0,3.1,13.0,신한내
 SN2602, G510P,11.0,5.0,1.6,2.0,OFD
 SN2590, E530S,16.0,15.0,6.5,33.0,사내
 SN2457, D292S,13.0,11.0,2.0,7.0,덕곡1
 SN2591, B170P,11.0,10.0,2.0,12.0,오비1
 SN2599, E11AP,12.0,11.0,2.3,29.0,오비3
 SN2611, D340P,20.0,13.0,4.2,31.0,봉암8
 SN2590, F210C,18.0,16.0,5.2,19.0,사내
 SN2454, F710S,16.0,11.0,2.6,20.0,사내
 SN2612, E330S,15.0,15.0,5.4,30.0,사내
 SN2455, A430C,14.0,11.0,3.1,39.0,성동
 SN2456, A12AP,11.0,7.0,2.8,6.0,덕곡2
 SN2615, L150P,18.0,12.0,8.3,28.0,성동
