vessel_id,block,length,width,height,weight,location
 SN2601, E520P,22.0,14.0,5.6,73.0,사내
 SN2591, A221S,17.0,17.0,4.6,46.0,덕곡1
 SN2456, D191S,11.0,9.0,2.3,7.0,사내
 SN2598, B141S,17.0,17.0,3.1,98.0,사내
 SN2455, F520S,16.0,15.0,5.2,24.0,사내
 SN2598, S130S,21.0,16.0,8.1,49.0,사내
 SN2590, F520S,13.0,11.0,5.2,13.0,사내
 SN2601, H140P,21.0,12.0,6.5,34.0,사내
 SN2598, T110S,16.0,15.0,2.8,94.0,봉암9
 SN2614, F332S,11.0,8.0,2.5,13.0,성동
 SN2602, F320C,18.0,15.0,8.2,21.0,성동
 SN2614, A420S,15.0,11.0,5.1,18.0,오비1
 SN2457, E413S,15.0,11.0,5.7,25.0,성동
 SN2603, D330P,16.0,13.0,4.2,24.0,한내
 SN2627, B120S,19.0,18.0,2.6,53.0,사내
 SN2602, D380S,16.0,13.0,4.2,25.0,봉암8
 SN2597, F540C,15.0,15.0,3.4,49.0,성동
 SN2452, S430S,19.0,19.0,8.0,35.0,사내
 SN2602, D380P,16.0,13.0,4.2,25.0,성동
 SN2591, D360S,15.0,11.0,5.5,35.0,봉암8
 SN2455, M710P,15.0,11.0,3.3,63.0,사내
 SN2602, G370P,11.0,4.0,1.6,3.0,한내
 SN2607, S13AS,21.0,11.0,2.7,24.0,신한내
 SN2607, E522S,11.0,10.0,3.8,11.0,오비3
 SN2612, E311P,15.0,11.0,3.2,20.0,사내
 SN2591, E44XP,15.0,11.0,2.3,5.0,사내
 SN2627, A220S,18.0,11.0,3.2,30.0,봉암8
 SN2602, D360P,15.0,14.0,4.9,24.0,봉암9
 SN2607, E431C,15.0,11.0,3.4,11.0,한내
 SN2603, H120P,22.0,12.0,6.4,35.0,사내
 SN2598, M900S,11.0,6.0,3.3,2.0,사내
 SN2601, T310P,16.0,15.0,2.8,60.0,봉암9
 SN2602, D610S,11.0,10.0,4.0,10.0,사내
 SN2457, H14AS,12.0,12.0,4.0,3.0,덕곡2
 SN2590, Y900C,11.0,11.0,2.6,44.0,봉암8
 SN2456, D192P,11.0,8.0,2.3,7.0,사내
 SN2601, E310P,15.0,14.0,5.0,26.0,봉암9
 SN2627, B180S,19.0,16.0,2.3,46.0,사내
