vessel_id,block,length,width,height,weight,location
 SN2598, B151S,17.0,15.0,3.1,84.0,사내
 SN2611, D730S,19.0,11.0,6.2,19.0,덕곡1
 SN2603, D320P,16.0,14.0,4.2,25.0,OFD
 SN2591, E332S,11.0,9.0,2.6,5.0,덕곡2
 SN2598, D331P,16.0,14.0,4.0,39.0,봉암8
 SN2597, D140C,21.0,20.0,1.9,55.0,오비1
 SN2603, D151S,16.0,11.0,1.9,30.0,사내
 SN2612, F11AS,17.0,11.0,2.6,21.0,한내
 SN2590, F730S,14.0,11.0,4.4,22.0,사내
 SN2614, F721S,14.0,11.0,3.0,17.0,오비3
 SN2597, F520P,20.0,20.0,7.2,84.0,사내
 SN2598, B120P,20.0,17.0,3.1,65.0,사내
 SN2603, D840S,11.0,8.0,2.7,7.0,덕곡2
 SN2454, F510P,21.0,17.0,8.0,41.0,사내
 SN2590, E540S,15.0,14.0,3.4,33.0,사내
 SN2590, A420P,15.0,11.0,5.1,18.0,사내
 SN2602, D710S,15.0,11.0,5.9,7.0,성동
 SN2602, D820S,11.0,4.0,4.1,2.0,봉암9
 SN2615, M410P,24.0,11.0,3.5,42.0,한내
 SN2614, S180P,17.0,12.0,4.5,15.0,사내
 SN2627, S100S,20.0,12.0,3.3,41.0,봉암8
 SN2602, G130S,16.0,11.0,4.3,18.0,덕곡2
 SN2598, B120S,20.0,17.0,3.1,66.0,사내
 SN2615, D350P,15.0,11.0,5.5,28.0,사내
 SN2453, S400S,20.0,18.0,5.2,76.0,사내
 SN2591, E44XS,15.0,11.0,2.3,5.0,사내
 SN2614, E550C,13.0,11.0,7.2,23.0,한내
 SN2611, D401S,18.0,14.0,4.1,37.0,성동
 SN2603, T151C,20.0,15.0,2.7,98.0,사내
 SN2612, E120S,12.0,11.0,6.7,1.0,사내
 SN2602, D380S,16.0,13.0,4.2,25.0,봉암9
 SN2611, T351S,16.0,16.0,2.7,51.0,사내
 SN2597, D380P,16.0,14.0,4.4,26.0,사내
 SN2611, S160S,20.0,19.0,5.4,57.0,사내
 SN2463, E51AP,14.0,11.0,2.0,16.0,봉암9
 SN2608, E22AP,11.0,10.0,4.7,11.0,봉암9
 SN2598, F421S,14.0,11.0,4.8,22.0,사내
 SN2612, E532P,11.0,4.0,1.7,3.0,한내
 SN2457, D292S,13.0,11.0,2.0,7.0,한내
 SN2597, D340S,21.0,14.0,4.4,34.0,사내
 SN2611, D161S,15.0,11.0,1.9,34.0,신한내
 SN2615, S08BS,15.0,11.0,2.8,22.0,덕곡2
 SN2603, D330P,16.0,13.0,4.2,24.0,한내
 SN2598, E150C,17.0,14.0,6.5,75.0,사내
 SN2612, E311P,15.0,11.0,3.2,20.0,신한내
 SN2607, E431C,15.0,11.0,3.4,11.0,사내
 SN2457, E210P,15.0,13.0,6.0,33.0,사내
 SN2611, F110P,15.0,13.0,3.5,21.0,사내
 SN2598, S131P,16.0,16.0,2.6,81.0,성동
 SN2454, F310S,16.0,14.0,7.8,29.0,사내
 SN2611, F522P,12.0,11.0,3.6,15.0,한내
 SN2591, B170P,11.0,10.0,2.0,12.0,사내
 SN2603, D720S,13.0,11.0,3.1,32.0,사내
 SN2614, E530P,16.0,15.0,6.5,33.0,사내
 SN2603, E310S,15.0,14.0,5.0,25.0,OFD
 SN2627, H310P,18.0,11.0,2.6,36.0,사내
 SN2601, B141S,21.0,16.0,3.2,102.0,사내
 SN2611, D840S,11.0,8.0,2.7,7.0,봉암8
 SN2452, C710P,19.0,11.0,0.7,9.0,봉암8
 SN2612, E521S,12.0,11.0,4.6,10.0,덕곡2
 SN2455, A210C,16.0,16.0,9.3,42.0,성동
 SN2601, E340C,20.0,15.0,4.9,67.0,사내
 SN2608, E116P,11.0,8.0,2.4,9.0,OFD
 SN2614, F332P,11.0,8.0,2.5,11.0,사내
 SN2601, D41AS,20.0,11.0,2.2,17.0,오비3
 SN2601, H140P,21.0,12.0,6.5,34.0,신한내
 SN2591, E420S,18.0,15.0,5.5,43.0,사내
 SN2463, E24AP,11.0,10.0,2.5,7.0,덕곡2
 SN2611, E230P,17.0,13.0,4.7,28.0,사내
 SN2611, S170P,21.0,19.0,5.4,60.0,사내
 SN2601, E310S,15.0,14.0,5.0,26.0,사내
 SN2456, D292S,13.0,11.0,2.0,7.0,사내
 SN2612, B161P,20.0,16.0,3.2,102.0,사내
 SN2597, F420S,18.0,18.0,8.1,46.0,성동
 SN2614, S310S,15.0,11.0,3.1,17.0,봉암8
 SN2611, S130P,21.0,19.0,5.4,60.0,오비1
 SN2456, E210P,15.0,13.0,6.0,33.0,사내
 SN2452, E670C,21.0,11.0,5.2,64.0,한내
 SN2601, D41AP,20.0,11.0,2.2,17.0,사내
 SN2601, D341P,20.0,14.0,4.1,49.0,성동
 SN2627, E510P,24.0,12.0,7.8,51.0,사내
 SN2611, E260C,18.0,18.0,6.4,56.0,사내
 SN2611, F521S,16.0,11.0,2.8,11.0,사내
 SN2601, S110P,21.0,21.0,8.3,58.0,오비1
 SN2627, F210C,18.0,17.0,5.2,26.0,사내
 SN2627, B120S,19.0,18.0,2.6,53.0,사내
 SN2455, B180S,19.0,18.0,2.3,53.0,사내
 SN2611, T120P,17.0,14.0,2.9,44.0,봉암8
 SN2599, E11BS,12.0,11.0,2.7,11.0,성동
 SN2601, E540C,22.0,19.0,5.2,83.0,성동
 SN2611, D181P,16.0,11.0,1.9,30.0,사내
 SN2603, B130P,21.0,16.0,3.2,60.0,사내
 SN2611, F131P,11.0,11.0,3.1,13.0,사내
 SN2597, D191S,15.0,11.0,1.9,33.0,OFD
 SN2598, M900S,11.0,6.0,3.3,2.0,사내
 SN2454, S411P,18.0,15.0,2.6,63.0,덕곡2
 SN2615, F32CC,11.0,8.0,2.2,11.0,한내
 SN2463, D39BS,20.0,11.0,2.0,19.0,사내
 SN2627, B180S,19.0,16.0,2.3,46.0,덕곡1
 SN2455, C400S,20.0,11.0,0.7,11.0,한내
 SN2615, M120S,11.0,11.0,4.4,24.0,덕곡2
 SN2603, B110S,22.0,16.0,3.2,67.0,성동
 SN2611, D411S,20.0,13.0,4.3,43.0,사내
 SN2627, H120S,19.0,11.0,6.6,16.0,성동
 SN2598, T320S,26.0,16.0,3.1,70.0,사내
 SN2590, E550C,13.0,11.0,7.2,23.0,오비3
 SN2601, D723S,22.0,11.0,2.0,19.0,사내
 SN2598, B130P,17.0,16.0,3.1,50.0,성동
 SN2603, D120C,20.0,16.0,2.7,47.0,사내
 SN2616, E33DS,11.0,7.0,1.1,5.0,한내
 SN2456, E341S,13.0,12.0,5.7,32.0,봉암8
 SN2457, E241P,15.0,11.0,6.2,32.0,성동
 SN2601, M510P,22.0,18.0,3.7,69.0,사내
 SN2615, E140C,12.0,11.0,4.7,4.0,OFD
 SN2611, T340P,18.0,17.0,2.9,47.0,사내
 SN2614, S620S,18.0,17.0,5.9,27.0,사내
 SN2603, E360C,11.0,10.0,1.8,6.0,사내
 SN2603, D530S,16.0,11.0,2.2,16.0,사내
 SN2607, A110P,11.0,7.0,10.7,18.0,한내
