vessel_id,block,length,width,height,weight,location
 SN2591, H170P,11.0,10.0,4.5,10.0,성동
 SN2601, D321S,16.0,14.0,4.1,42.0,사내
 SN2611, D130C,20.0,16.0,1.9,48.0,사내
 SN2608, E22AS,11.0,10.0,4.7,10.0,신한내
 SN2590, E650C,15.0,15.0,2.0,57.0,사내
 SN2612, E311P,15.0,11.0,3.2,20.0,OFD
 SN2607, E523S,12.0,11.0,2.2,14.0,한내
 SN2455, S100P,20.0,14.0,3.3,42.0,사내
 SN2611, S160P,20.0,19.0,5.4,57.0,오비1
 SN2602, F310S,15.0,12.0,8.2,9.0,성동
 SN2612, E322S,13.0,11.0,3.1,14.0,사내
 SN2611, D191S,15.0,11.0,1.9,31.0,사내
 SN2603, T320S,18.0,16.0,2.9,46.0,사내
 SN2598, E260C,19.0,17.0,6.6,64.0,사내
 SN2601, E310S,15.0,14.0,5.0,26.0,성동
 SN2601, B131S,22.0,16.0,3.2,131.0,사내
 SN2598, E310S,15.0,14.0,5.1,26.0,사내
 SN2597, D310P,20.0,14.0,5.3,34.0,사내
 SN2602, D720S,13.0,11.0,3.1,32.0,사내
 SN2614, E440P,19.0,16.0,7.5,27.0,사내
 SN2602, F530C,21.0,11.0,3.3,25.0,사내
 SN2590, A420S,15.0,11.0,5.1,18.0,한내
 SN2615, C360S,15.0,11.0,0.7,6.0,사내
 SN2598, S111S,21.0,16.0,2.6,101.0,사내
 SN2597, D380S,16.0,14.0,4.4,26.0,사내
 SN2603, E360C,11.0,10.0,1.8,6.0,한내
 SN2454, H220P,17.0,11.0,4.6,26.0,오비1
 SN2598, D723S,17.0,11.0,1.0,8.0,OFD
 SN2614, E440S,19.0,16.0,7.5,28.0,사내
 SN2597, D211S,20.0,11.0,1.9,46.0,봉암8
 SN2611, T120S,16.0,14.0,2.9,42.0,OFD
 SN2611, D730S,19.0,11.0,6.2,19.0,사내
 SN2614, E640C,15.0,13.0,5.4,49.0,사내
 SN2603, D710S,15.0,11.0,5.9,7.0,한내
 SN2597, D340S,21.0,14.0,4.4,34.0,사내
 SN2597, M120P,19.0,13.0,6.0,68.0,사내
 SN2454, W820P,19.0,11.0,2.3,18.0,성동
 SN2455, S120P,24.0,20.0,3.4,60.0,사내
 SN2603, B201P,15.0,11.0,3.2,52.0,사내
 SN2612, T531S,11.0,6.0,2.8,6.0,오비1
 SN2455, B110C,22.0,19.0,2.2,48.0,오비1
 SN2453, S400P,20.0,18.0,5.2,76.0,사내
 SN2602, F520S,19.0,18.0,6.3,68.0,사내
 SN2601, E520S,22.0,14.0,5.6,63.0,신한내
 SN2612, S18BS,11.0,11.0,4.1,9.0,봉암9
 SN2591, H160S,14.0,11.0,3.0,14.0,오비1
 SN2598, D620S,13.0,11.0,2.2,16.0,봉암9
 SN2611, T130P,17.0,14.0,2.9,44.0,덕곡2
 SN2463, E422P,11.0,7.0,1.3,10.0,한내
 SN2602, T150C,20.0,15.0,2.8,58.0,신한내
 SN2611, E380C,19.0,11.0,3.7,14.0,봉암8
 SN2590, A410S,12.0,11.0,6.6,11.0,한내
 SN2611, B130P,21.0,16.0,3.2,61.0,사내
 SN2452, S230S,20.0,13.0,9.1,23.0,사내
 SN2611, S130S,21.0,19.0,5.4,60.0,덕곡1
 SN2615, E140C,12.0,11.0,4.7,4.0,한내
 SN2603, H110S,22.0,12.0,7.8,34.0,한내
 SN2455, M610S,20.0,12.0,4.3,60.0,봉암9
 SN2601, T520S,11.0,6.0,2.9,3.0,사내
 SN2611, E230P,17.0,13.0,4.7,28.0,봉암9
 SN2614, A220S,17.0,17.0,4.3,31.0,신한내
 SN2603, T510P,11.0,6.0,2.7,7.0,덕곡2
 SN2611, F131P,11.0,11.0,3.1,13.0,봉암9
 SN2591, D150S,12.0,11.0,5.8,18.0,한내
 SN2615, E61AP,11.0,10.0,2.0,7.0,한내
 SN2599, E11CP,11.0,8.0,3.3,9.0,사내
 SN2627, S131S,23.0,18.0,2.5,106.0,사내
 SN2452, S830S,17.0,11.0,5.8,21.0,사내
 SN2611, E420P,21.0,17.0,5.7,69.0,신한내
 SN2455, A430C,14.0,11.0,3.1,39.0,덕곡2
 SN2612, B111P,22.0,16.0,3.2,115.0,신한내
 SN2607, E522P,11.0,10.0,1.6,9.0,사내
 SN2598, B110P,21.0,17.0,3.1,65.0,성동
 SN2598, H150P,15.0,11.0,8.2,14.0,덕곡1
 SN2591, S350P,14.0,11.0,7.0,19.0,성동
 SN2590, E640C,15.0,13.0,5.4,49.0,봉암9
 SN2452, E670C,21.0,11.0,5.2,64.0,신한내
 SN2598, S112S,21.0,11.0,3.8,23.0,한내
 SN2627, B120P,19.0,18.0,2.6,54.0,사내
 SN2627, S100P,20.0,12.0,3.3,41.0,덕곡2
 SN2603, F331P,11.0,10.0,4.0,13.0,사내
 SN2611, T330P,18.0,17.0,2.9,48.0,사내
 SN2615, E410P,18.0,15.0,5.4,40.0,봉암8
 SN2614, F520P,13.0,11.0,5.2,11.0,사내
 SN2603, D151S,16.0,11.0,1.9,30.0,사내
 SN2457, B19AP,20.0,11.0,2.3,35.0,사내
 SN2455, M910P,16.0,12.0,3.2,32.0,사내
 SN2601, D620S,15.0,12.0,2.2,24.0,봉암9
 SN2603, D171P,20.0,11.0,1.9,46.0,사내
 SN2455, E510P,24.0,14.0,5.2,54.0,성동
 SN2612, M210S,20.0,11.0,3.6,55.0,덕곡2
 SN2590, S210P,18.0,12.0,8.4,17.0,사내
 SN2614, F421S,11.0,10.0,3.6,6.0,성동
 SN2603, E440C,21.0,14.0,5.7,79.0,사내
 SN2455, S403S,18.0,11.0,2.6,17.0,봉암9
 SN2590, A110C,13.0,11.0,11.5,30.0,사내
 SN2616, S36XP,13.0,11.0,1.7,21.0,봉암8
 SN2597, F310P,15.0,12.0,8.2,10.0,한내
 SN2612, T331S,18.0,16.0,2.8,76.0,사내
 SN2601, B140S,21.0,16.0,3.2,70.0,성동
 SN2611, T140S,14.0,14.0,2.9,30.0,사내
 SN2603, E310P,15.0,14.0,5.0,25.0,성동
 SN2611, D401P,18.0,14.0,4.1,37.0,신한내
 SN2608, E114S,16.0,11.0,4.3,21.0,사내
 SN2456, D391S,20.0,11.0,4.8,18.0,봉암9
 SN2603, D340S,20.0,13.0,4.2,31.0,한내
 SN2596, Y900S,11.0,9.0,2.1,21.0,사내
 SN2601, M220S,18.0,12.0,3.5,34.0,성동
 SN2598, D311S,22.0,14.0,4.7,53.0,성동
 SN2611, E410P,21.0,16.0,5.7,58.0,덕곡1
 SN2453, S390P,20.0,11.0,5.9,48.0,사내
 SN2615, A421P,11.0,6.0,4.9,7.0,사내
 SN2601, E420S,21.0,15.0,5.9,66.0,사내
 SN2456, E512S,19.0,11.0,2.0,19.0,한내
 SN2601, D722S,22.0,11.0,1.0,15.0,사내
 SN2627, A410P,12.0,11.0,4.6,21.0,성동
 SN2457, A312P,11.0,10.0,2.8,14.0,사내
 SN2603, D181P,16.0,11.0,1.9,30.0,사내
 SN2457, E413P,15.0,11.0,5.7,24.0,사내
 SN2611, D620S,13.0,11.0,5.8,17.0,사내
 SN2612, S16AP,20.0,11.0,2.7,21.0,한내
 SN2612, T331P,18.0,17.0,2.8,84.0,덕곡1
 SN2602, E520S,22.0,14.0,5.3,59.0,사내
 SN2601, S131S,22.0,16.0,2.6,101.0,사내
 SN2455, F320C,16.0,11.0,5.2,5.0,사내
 SN2611, D131S,16.0,11.0,1.9,36.0,한내
 SN2611, E520P,22.0,14.0,5.6,74.0,사내
 SN2463, E51AS,14.0,11.0,2.0,15.0,한내
 SN2599, E11ES,12.0,11.0,2.6,14.0,덕곡2
 SN2627, E410P,21.0,12.0,5.2,33.0,사내
 SN2627, E420S,20.0,18.0,7.1,59.0,성동
 SN2454, S411P,18.0,15.0,2.6,63.0,사내
 SN2603, B110S,22.0,16.0,3.2,67.0,사내
 SN2611, D131P,16.0,11.0,1.9,36.0,사내
 SN2602, F440C,17.0,17.0,8.1,35.0,사내
 SN2607, E431C,15.0,11.0,3.4,11.0,사내
 SN2603, F131S,11.0,11.0,3.1,13.0,사내
 SN2612, E31AP,15.0,11.0,3.8,18.0,봉암8
 SN2602, E510S,21.0,14.0,5.3,51.0,사내
 SN2627, E530S,14.0,14.0,6.9,35.0,사내
 SN2590, E530P,16.0,15.0,6.5,33.0,사내
 SN2454, M920S,12.0,11.0,3.2,17.0,봉암9
 SN2611, T330S,18.0,16.0,2.9,45.0,사내
 SN2453, H200P,19.0,14.0,5.6,66.0,봉암8
 SN2601, H130P,22.0,12.0,6.5,37.0,사내
 SN2598, E520S,24.0,23.0,5.3,113.0,사내
 SN2612, M310P,22.0,18.0,3.5,64.0,사내
 SN2597, T350S,16.0,16.0,2.8,32.0,사내
 SN2602, F320C,18.0,15.0,8.2,21.0,사내
 SN2591, D350S,15.0,11.0,5.5,30.0,사내
 SN2601, D711S,16.0,11.0,2.1,16.0,덕곡1
 SN2615, E350C,11.0,11.0,5.2,20.0,봉암9
 SN2611, E370C,19.0,11.0,4.9,18.0,한내
 SN2591, E353C,11.0,8.0,2.0,3.0,봉암9
 SN2611, D500P,11.0,8.0,2.4,4.0,사내
 SN2602, E530C,21.0,20.0,5.2,102.0,오비1
 SN2611, B120S,22.0,16.0,3.2,66.0,사내
 SN2627, A220P,18.0,11.0,3.2,30.0,한내
 SN2616, S36XS,13.0,11.0,1.7,21.0,오비1
 SN2611, H110P,22.0,12.0,7.8,34.0,신한내
 SN2601, D520S,22.0,11.0,6.9,35.0,사내
 SN2627, B131S,25.0,18.0,2.3,61.0,사내
 SN2627, S093P,12.0,11.0,2.5,17.0,봉암9
 SN2455, S403P,18.0,11.0,2.6,17.0,성동
 SN2453, S630P,18.0,11.0,7.9,19.0,한내
 SN2611, D710S,15.0,11.0,5.8,7.0,한내
 SN2611, D640S,19.0,11.0,4.6,28.0,오비3
 SN2597, T350P,17.0,16.0,4.5,36.0,사내
 SN2456, E511P,13.0,11.0,2.8,21.0,사내
 SN2611, E530C,21.0,20.0,5.2,102.0,오비1
 SN2603, D381P,16.0,14.0,4.1,35.0,봉암9
 SN2615, C360P,15.0,11.0,0.7,7.0,사내
 SN2598, F522S,11.0,11.0,3.7,15.0,사내
 SN2611, D391P,15.0,14.0,4.1,36.0,덕곡2
 SN2456, D291S,11.0,10.0,2.0,4.0,한내
 SN2589, T15NP,11.0,3.0,0.5,1.0,성동
 SN2455, A120C,17.0,15.0,4.8,32.0,사내
 SN2598, T321P,19.0,15.0,3.1,85.0,봉암8
 SN2598, B141P,17.0,16.0,3.1,90.0,사내
 SN2601, B121S,20.0,16.0,3.2,100.0,사내
 SN2602, D400P,18.0,13.0,4.2,30.0,봉암9
 SN2614, S400S,17.0,13.0,8.4,17.0,사내
 SN2611, T340S,18.0,17.0,2.9,45.0,사내
 SN2453, S180S,29.0,18.0,5.4,38.0,사내
 SN2627, H310S,18.0,11.0,2.6,36.0,오비1
 SN2614, E530P,16.0,15.0,6.5,33.0,사내
 SN2603, T520P,11.0,6.0,2.9,3.0,성동
 SN2454, S401S,18.0,17.0,2.6,74.0,사내
 SN2615, D350P,15.0,11.0,5.5,28.0,한내
 SN2457, D292S,13.0,11.0,2.0,7.0,사내
 SN2598, T322P,15.0,11.0,3.0,33.0,덕곡2
 SN2612, B151S,21.0,16.0,3.2,109.0,사내
 SN2614, F332S,11.0,8.0,2.5,13.0,성동
 SN2598, D111P,22.0,11.0,1.9,57.0,성동
 SN2455, M920P,12.0,11.0,3.2,17.0,덕곡2
 SN2598, B130S,17.0,16.0,3.1,50.0,성동
 SN2614, D561C,11.0,9.0,1.5,8.0,OFD
 SN2614, S390P,15.0,14.0,5.2,18.0,사내
 SN2601, D712S,15.0,11.0,4.4,17.0,한내
 SN2614, A410P,12.0,11.0,4.3,11.0,봉암9
 SN2603, D640S,19.0,11.0,4.6,29.0,사내
 SN2591, B170P,11.0,10.0,2.0,12.0,봉암9
 SN2602, D390S,15.0,13.0,4.2,23.0,사내
 SN2603, T320P,18.0,17.0,2.9,48.0,덕곡1
