length,width,height,count,location
20.0,17.0,1000.0,1,HSG¼ºµ¿
23.0,19.0,1000.0,1,HSG¼ºµ¿
19.0,13.0,1000.0,1,´ö°î1
21.0,15.0,1000.0,1,´ö°î1
24.0,20.0,1000.0,1,´ö°î1
20.0,9.0,5.0,1,´ö°î2
16.0,13.0,5.8,1,ºÀ¾Ï8
17.0,15.0,5.8,1,ºÀ¾Ï8
18.0,15.0,5.8,1,ºÀ¾Ï8
19.0,12.0,5.8,1,ºÀ¾Ï8
19.0,13.0,5.8,1,ºÀ¾Ï8
19.0,15.0,5.8,1,ºÀ¾Ï8
18.0,14.0,5.8,1,ºÀ¾Ï9
22.0,20.0,1000.0,2,½ÅÇÑ³»
22.0,21.0,1000.0,2,½ÅÇÑ³»
21.0,21.0,1000.0,1,½ÅÇÑ³»
24.0,18.0,1000.0,1,½ÅÇÑ³»
24.0,20.0,1000.0,1,½ÅÇÑ³»
22.0,16.0,1000.0,1,¿Àºñ
16.0,12.0,1000.0,1,¿Àºñ3
17.0,13.0,1000.0,1,¿Àºñ3
